Tahun,Provinsi,Kelompok Ikan,Hasil Tangkapan / Catch (Ton),Nilai (Rp. Juta),Effort (kapal),CPUE (Ton/Trip),C_MSY,E_MSY,TP_C,TP_E,Status
2021,JAWA BARAT,TENGGIRI,38990.48,1276198,29728,1.311574273412271,45836.05364986922,323124.1115375772,85.065089367944,9.200180035634025,Growth Overfishing
2021,JAWA TENGAH,TONGKOL,7258.68,119955,81856,0.0886762118842846,140680.4809856748,369573.9649557874,5.159692339080882,22.14874633005941,Underfishing
2021,JAWA TENGAH,TUNA,6887.81,183272,81856,0.08414545054730259,103635.2116050751,292761.4244455092,6.646206335977318,27.95996779802375,Underfishing
2021,JAWA TENGAH,CAKALANG,4654.16,78038,81856,0.0568578967943706,119279.7606260097,287853.9638280055,3.901885764671069,28.43664159125822,Underfishing
2021,JAWA TENGAH,MARLIN,44.69,1512,81856,0.0005459587568412822,5145.194892289755,308283.3112478088,0.8685773996038411,26.55219955588232,Underfishing
2021,JAWA TENGAH,TENGGIRI,2910.65,113896,81856,0.03555817533229085,45836.05364986922,323124.1115375772,6.350132195572,25.33268087314514,Underfishing
2021,JAWA TIMUR,TONGKOL,50444.65,724179,942994,0.05349413676014906,140680.4809856748,369573.9649557874,35.85760415841674,255.1570428162632,Recruitment Overfishing
2021,JAWA TIMUR,TUNA,9277.78,233062,942994,0.009838641603233956,103635.2116050751,292761.4244455092,8.95234337471615,322.1032285199571,Recruitment Overfishing
2021,JAWA TIMUR,CAKALANG,16720.89,301145,942994,0.01773170348909961,119279.7606260097,287853.9638280055,14.01821223671529,327.5945856223972,Recruitment Overfishing
2021,JAWA TIMUR,MARLIN,947.94,20589,942994,0.001005244996256604,5145.194892289755,308283.3112478088,18.42379190379202,305.8855168588704,Recruitment Overfishing
2021,JAWA TIMUR,TENGGIRI,5770.57,298781,942994,0.006119413273043094,45836.05364986922,323124.1115375772,12.5895873237256,291.8364697430931,Recruitment Overfishing
2021,KALIMANTAN BARAT,TONGKOL,5977.71,121711,43153,0.1385236252404236,140680.4809856748,369573.9649557874,4.249139580784273,11.67641773823609,Underfishing
2021,KALIMANTAN BARAT,CAKALANG,85.01,2914,43153,0.001969967325562534,119279.7606260097,287853.9638280055,0.07126942538603907,14.99128218563778,Underfishing
2021,KALIMANTAN BARAT,TENGGIRI,11060.11,557439,43153,0.2562999096238964,45836.05364986922,323124.1115375772,24.12971693524396,13.35493033765188,Underfishing
2021,KALIMANTAN SELATAN,TONGKOL,9844.97,277798,53289,0.1847467582427893,140680.4809856748,369573.9649557874,6.998106582392544,14.41903517375068,Underfishing
2021,KALIMANTAN SELATAN,CAKALANG,2694.11,101471,53289,0.05055658766349528,119279.7606260097,287853.9638280055,2.25864806054325,18.51251214030198,Underfishing
2021,KALIMANTAN SELATAN,TENGGIRI,7644.48,269461,53289,0.1434532455103305,45836.05364986922,323124.1115375772,16.67787558325674,16.49180550050126,Underfishing
2021,KALIMANTAN TENGAH,TONGKOL,1463.68,39802,43559,0.03360224063913313,140680.4809856748,369573.9649557874,1.040428629291539,11.78627396148184,Underfishing
2021,KALIMANTAN TENGAH,TUNA,0.03,1,43559,6.887210450193989e-07,103635.2116050751,292761.4244455092,2.894769020622223e-05,14.87866787180068,Underfishing
2021,KALIMANTAN TENGAH,MARLIN,3.41,105,43559,7.828462545053835e-05,5145.194892289755,308283.3112478088,0.0662754292380644,14.12953553135602,Underfishing
2021,KALIMANTAN TENGAH,TENGGIRI,7721.99,247728,43559,0.1772765674143116,45836.05364986922,323124.1115375772,16.84697827388557,13.4805786521859,Underfishing
2021,KALIMANTAN TIMUR,TONGKOL,10484.79,281233,995951,0.01052741550538129,140680.4809856748,369573.9649557874,7.452910259147923,269.4862448222365,Recruitment Overfishing
2021,KALIMANTAN TIMUR,TUNA,1896.33,76215,995951,0.001904039455756358,103635.2116050751,292761.4244455092,1.829812445625513,340.1920187696632,Recruitment Overfishing
2021,KALIMANTAN TIMUR,CAKALANG,3438.87,97931,995951,0.003452850592047199,119279.7606260097,287853.9638280055,2.883028924565206,345.9917615013586,Recruitment Overfishing
2021,KALIMANTAN TIMUR,MARLIN,0.07,1,995951,7.028458227362592e-08,5145.194892289755,308283.3112478088,0.001360492682306307,323.0635469590568,Recruitment Overfishing
2021,KALIMANTAN TIMUR,TENGGIRI,4749.51,202579,995951,0.004768818947920129,45836.05364986922,323124.1115375772,10.36195226639794,308.2255283459951,Recruitment Overfishing
2021,KALIMANTAN UTARA,TONGKOL,151.23,2571,11364,0.0133078141499472,140680.4809856748,369573.9649557874,0.1074989216275138,3.074891923558384,Underfishing
2021,KALIMANTAN UTARA,TUNA,212.26,4850,11364,0.01867828229496656,103635.2116050751,292761.4244455092,0.204814557439091,3.88165893833979,Underfishing
2021,KALIMANTAN UTARA,CAKALANG,149.41,4482,11364,0.0131476592749032,119279.7606260097,287853.9638280055,0.1252601440645583,3.947835162273484,Underfishing
2021,KALIMANTAN UTARA,TENGGIRI,639.12,26440,11364,0.05624076029567054,45836.05364986922,323124.1115375772,1.394360877753758,3.516914892523717,Underfishing
2021,KEP. BANGKA BELITUNG,TONGKOL,7802.33,143458,19166,0.4070922466868413,140680.4809856748,369573.9649557874,5.546135430681741,5.185971366325236,Underfishing
2021,KEP. BANGKA BELITUNG,TENGGIRI,11096.14,644567,19166,0.5789491808410727,45836.05364986922,323124.1115375772,24.20832317886874,5.931466986106086,Underfishing
2021,KEPULAUAN RIAU,TONGKOL,23057.48,480831,44628,0.5166594962803621,140680.4809856748,369573.9649557874,16.3899638659523,12.07552593845156,Underfishing
2021,KEPULAUAN RIAU,MARLIN,773.96,7891,44628,0.01734247557587165,5145.194892289755,308283.3112478088,15.04238451996842,14.47629449007912,Underfishing
2021,KEPULAUAN RIAU,TENGGIRI,16293.58,707070,44628,0.3650976965133997,45836.05364986922,323124.1115375772,35.54751926172094,13.8114112833112,Underfishing
2021,LAMPUNG,TONGKOL,9601.9,190022,16265,0.5903412234860129,140680.4809856748,369573.9649557874,6.82532497239453,4.401013475596367,Underfishing
2021,LAMPUNG,TUNA,8.94,592,16265,0.0005496464801721488,103635.2116050751,292761.4244455092,0.008626411681454223,5.555718288639272,Underfishing
2021,LAMPUNG,CAKALANG,2.73,82,16265,0.0001678450660928374,119279.7606260097,287853.9638280055,0.002288736987458966,5.650434610557746,Underfishing
2021,LAMPUNG,MARLIN,1580.18,79152,16265,0.097152167230249,5145.194892289755,308283.3112478088,30.71176181038258,5.275991079168612,Underfishing
2021,LAMPUNG,TENGGIRI,5247.78,265289,16265,0.3226424838610513,45836.05364986922,323124.1115375772,11.44902229168015,5.033669546541558,Underfishing
2021,MALUKU,TONGKOL,70135.72,1123339,88841,0.7894521673551627,140680.4809856748,369573.9649557874,49.85462056185447,24.03876041718149,Underfishing
2021,MALUKU,TUNA,51253.83,1370846,88841,0.5769164012111525,103635.2116050751,292761.4244455092,49.45599975741263,30.3458695653859,Underfishing
2021,MALUKU,CAKALANG,26881.35,552334,88841,0.3025782015060614,119279.7606260097,287853.9638280055,22.53638828491944,30.86321925831913,Underfishing
2021,MALUKU,MARLIN,407.92,6490,88841,0.004591573710336444,5145.194892289755,308283.3112478088,7.92817392809127,28.81797254622925,Underfishing
2021,MALUKU,TENGGIRI,11279.07,696401,88841,0.1269579360880674,45836.05364986922,323124.1115375772,24.6074194915604,27.49438894462333,Underfishing
2021,MALUKU UTARA,TONGKOL,31850.36,654869,20547,1.550122158952645,140680.4809856748,369573.9649557874,22.64021261289493,5.559644874459179,Underfishing
2021,MALUKU UTARA,TUNA,54637.76,1213290,20547,2.659159974692169,103635.2116050751,292761.4244455092,52.72123166806401,7.018342679168221,Uncertain
2021,MALUKU UTARA,CAKALANG,28488.83,600290,20547,1.386520173261304,119279.7606260097,287853.9638280055,23.8840435715863,7.137994463149709,Underfishing
2021,MALUKU UTARA,MARLIN,1.2,27,20547,5.840268652358008e-05,5145.194892289755,308283.3112478088,0.02332273169667955,6.664973175756378,Underfishing
2021,MALUKU UTARA,TENGGIRI,3948.01,98733,20547,0.1921453253516328,45836.05364986922,323124.1115375772,8.613328778602792,6.358856942686097,Underfishing
2021,NUSA TENGGARA BARAT,TONGKOL,22091.53,267298,35183,0.6279035329562572,140680.4809856748,369573.9649557874,15.70333698407637,9.519880547919273,Underfishing
2021,NUSA TENGGARA BARAT,TUNA,8316.77,238795,35183,0.2363860387118779,103635.2116050751,292761.4244455092,8.025042715880094,12.01763520130314,Underfishing
2021,NUSA TENGGARA BARAT,CAKALANG,12647.63,265529,35183,0.3594812835744535,119279.7606260097,287853.9638280055,10.60333281490682,12.22251711670785,Underfishing
2021,NUSA TENGGARA BARAT,MARLIN,90.55,3809,35183,0.002573686155245431,5145.194892289755,308283.3112478088,1.759894462611945,11.41255420463506,Underfishing
2021,NUSA TENGGARA BARAT,TENGGIRI,3079.62,96097,35183,0.08753147827075576,45836.05364986922,323124.1115375772,6.718772134103188,10.88838583805543,Underfishing
2021,NUSA TENGGARA TIMUR,TONGKOL,24350.28,506824,38234,0.6368750326934142,140680.4809856748,369573.9649557874,17.30892575102834,10.34542571324633,Underfishing
2021,NUSA TENGGARA TIMUR,TUNA,6904.43,247231,38234,0.1805835120573312,103635.2116050751,292761.4244455092,6.662243356351564,13.05978069768423,Underfishing
2021,NUSA TENGGARA TIMUR,CAKALANG,21314.37,432955,38234,0.5574716221164409,119279.7606260097,287853.9638280055,17.8692260012402,13.28242956655794,Underfishing
2021,NUSA TENGGARA TIMUR,MARLIN,0.36,15,38234,9.415703300727102e-06,5145.194892289755,308283.3112478088,0.006996819509003866,12.40222827672504,Underfishing
2021,NUSA TENGGARA TIMUR,TENGGIRI,2663.56,96580,38234,0.06966469634356855,45836.05364986922,323124.1115375772,5.811058736308988,11.83260506870396,Underfishing
2021,PAPUA,TONGKOL,4700.94,143579,22786,0.2063082594575616,140680.4809856748,369573.9649557874,3.341572311285093,6.165477593294733,Underfishing
2021,PAPUA,TUNA,27665.12,1308647,22786,1.214127973316949,103635.2116050751,292761.4244455092,26.69471077593209,7.783129229937563,Underfishing
2021,PAPUA,CAKALANG,17097.35,570751,22786,0.7503445097867111,119279.7606260097,287853.9638280055,14.3338231987295,7.915819430443824,Underfishing
2021,PAPUA,MARLIN,4754.65,119423,22786,0.2086654085842184,5145.194892289755,308283.3112478088,92.40952188468118,7.391253165074454,Growth Overfishing
2021,PAPUA,TENGGIRI,10953.21,417979,22786,0.4806991134907399,45836.05364986922,323124.1115375772,23.89649441391482,7.05177954426658,Underfishing
2021,PAPUA BARAT,TONGKOL,6652.64,245094,16268,0.4089402507991148,140680.4809856748,369573.9649557874,4.728900522224846,4.401825221088331,Underfishing
2021,PAPUA BARAT,TUNA,10745.69,439739,16268,0.660541553970986,103635.2116050751,292761.4244455092,10.36876350573667,5.556743013807789,Underfishing
2021,PAPUA BARAT,CAKALANG,5480.48,242646,16268,0.336887140398328,119279.7606260097,287853.9638280055,4.594643694149857,5.651476805690342,Underfishing
2021,PAPUA BARAT,MARLIN,132.53,3313,16268,0.008146668305876568,5145.194892289755,308283.3112478088,2.575801359800785,5.276964210016292,Underfishing
2021,PAPUA BARAT,TENGGIRI,5382.17,431865,16268,0.3308439881976887,45836.05364986922,323124.1115375772,11.74221943519205,5.034597982363238,Underfishing
2021,RIAU,MARLIN,1.98,50,26668,7.424628768561572e-05,5145.194892289755,308283.3112478088,0.03848250729952126,8.65048448197163,Underfishing
2021,RIAU,TENGGIRI,1264.77,49584,26668,0.04742650367481626,45836.05364986922,323124.1115375772,2.759334408806829,8.253175497520457,Underfishing
2021,SULAWESI BARAT,TONGKOL,11535.4,294617,13588,0.8489402413894612,140680.4809856748,369573.9649557874,8.199716065212078,3.676665914934119,Underfishing
2021,SULAWESI BARAT,TUNA,8007.9,270902,13588,0.5893361789814542,103635.2116050751,292761.4244455092,7.727006946746899,4.641321863266549,Underfishing
2021,SULAWESI BARAT,CAKALANG,10492.51,303626,13588,0.7721894318516338,119279.7606260097,287853.9638280055,8.7965552118253,4.72044915390462,Underfishing
2021,SULAWESI BARAT,MARLIN,414.3,12429,13588,0.03049013835737415,5145.194892289755,308283.3112478088,8.052173118278617,4.40763398608934,Underfishing
2021,SULAWESI BARAT,TENGGIRI,749.6,31830,13588,0.05516632322637621,45836.05364986922,323124.1115375772,1.635393844605422,4.205195314995799,Underfishing
2021,SULAWESI SELATAN,TONGKOL,29497.28,777068,65754,0.4486005414119293,140680.4809856748,369573.9649557874,20.96757118921398,17.79183769285973,Underfishing
2021,SULAWESI SELATAN,TUNA,19056.35,929181,65754,0.2898127870547799,103635.2116050751,292761.4244455092,18.38791054204476,22.45992624354053,Underfishing
2021,SULAWESI SELATAN,CAKALANG,30473.97,827451,65754,0.4634542385254129,119279.7606260097,287853.9638280055,25.54831585850362,22.84283291623818,Underfishing
2021,SULAWESI SELATAN,MARLIN,583.2,17222,65754,0.008869422392554066,5145.194892289755,308283.3112478088,11.33484760458626,21.32908191943762,Underfishing
2021,SULAWESI SELATAN,TENGGIRI,7014.84,331592,65754,0.1066830915229492,45836.05364986922,323124.1115375772,15.30419711431683,20.34945633958153,Underfishing
2021,SULAWESI TENGAH,TONGKOL,18715.14,321452,57028,0.3281745809076243,140680.4809856748,369573.9649557874,13.30329543151457,15.43074063856807,Underfishing
2021,SULAWESI TENGAH,TUNA,4291.41,145454,57028,0.07525092936802974,103635.2116050751,292761.4244455092,4.140880240929471,19.47934230338275,Underfishing
2021,SULAWESI TENGAH,CAKALANG,21566.72,392865,57028,0.3781777372518763,119279.7606260097,287853.9638280055,18.08078745867071,19.81143467389408,Underfishing
2021,SULAWESI TENGAH,MARLIN,67.77,2804,57028,0.001188363610857824,5145.194892289755,308283.3112478088,1.317151272569978,18.4985686604874,Underfishing
2021,SULAWESI TENGAH,TENGGIRI,4165.21,90470,57028,0.07303798134249842,45836.05364986922,323124.1115375772,9.08719156281877,17.64894601292173,Underfishing
2021,SULAWESI TENGGARA,TONGKOL,31440.4,736693,56405,0.5574044854179594,140680.4809856748,369573.9649557874,22.34880047303898,15.26216815807028,Underfishing
2021,SULAWESI TENGGARA,TUNA,11703.51,340327,56405,0.2074906479921993,103635.2116050751,292761.4244455092,11.2929860601808,19.26654104338753,Underfishing
2021,SULAWESI TENGGARA,CAKALANG,21867.68,501017,56405,0.3876904529740272,119279.7606260097,287853.9638280055,18.33310184832112,19.59500548469165,Underfishing
2021,SULAWESI TENGGARA,MARLIN,1072.8,29476,56405,0.01901959046183849,5145.194892289755,308283.3112478088,20.85052213683152,18.29648182111931,Underfishing
2021,SULAWESI TENGGARA,TENGGIRI,5046.77,199186,56405,0.0894738055136956,45836.05364986922,323124.1115375772,11.01048104741103,17.45614084061952,Underfishing
2021,SULAWESI UTARA,TONGKOL,34465.9,634863,56405,0.6110433472209911,140680.4809856748,369573.9649557874,24.49941865318871,15.26216815807028,Underfishing
2021,SULAWESI UTARA,TUNA,56205.31,2597570,56405,0.9964597110185267,103635.2116050751,292761.4244455092,54.23379672748947,19.26654104338753,Uncertain
2021,SULAWESI UTARA,CAKALANG,100398.42,2531379,56405,1.779956032266643,119279.7606260097,287853.9638280055,84.17054114887911,19.59500548469165,Growth Overfishing
2021,SULAWESI UTARA,MARLIN,2600.52,142926,56405,0.04610442336672281,5145.194892289755,308283.3112478088,50.54269185987425,18.29648182111931,Uncertain
2021,SULAWESI UTARA,TENGGIRI,908.05,35962,56405,0.01609875011080578,45836.05364986922,323124.1115375772,1.981082418081581,17.45614084061952,Underfishing
2021,SUMATERA BARAT,TONGKOL,23977.57,475982,22838,1.049897977055784,140680.4809856748,369573.9649557874,17.04399205348295,6.179547848488769,Underfishing
2021,SUMATERA BARAT,TUNA,4663.42,159334,22838,0.2041956388475348,103635.2116050751,292761.4244455092,4.499841248716695,7.800891132858512,Underfishing
2021,SUMATERA BARAT,CAKALANG,9783.25,224510,22838,0.4283759523601016,119279.7606260097,287853.9638280055,8.20193631229228,7.933884146075487,Underfishing
2021,SUMATERA BARAT,MARLIN,1662.16,50704,22838,0.07278045362991506,5145.194892289755,308283.3112478088,32.30509309746074,7.408120766434231,Underfishing
2021,SUMATERA BARAT,TENGGIRI,5613.07,266792,22838,0.2457776512829495,45836.05364986922,323124.1115375772,12.24597135450821,7.067872431842366,Underfishing
2021,SUMATERA SELATAN,TONGKOL,731.36,11122,54081,0.01352341857583994,140680.4809856748,369573.9649557874,0.5198731159260629,14.63333598362909,Underfishing
2021,SUMATERA SELATAN,TENGGIRI,1924.27,104414,54081,0.03558125774301511,45836.05364986922,323124.1115375772,4.198158102132972,16.73691255742477,Underfishing
2021,SUMATERA UTARA,TONGKOL,18518.28,427882,34229,0.5410114230623155,140680.4809856748,369573.9649557874,13.16336130659496,9.261745481474827,Underfishing
2021,SUMATERA UTARA,TUNA,2817.18,110595,34229,0.08230389435858482,103635.2116050751,292761.4244455092,2.718361796505504,11.69177259771495,Underfishing
2021,SUMATERA UTARA,CAKALANG,13891.9,223780,34229,0.4058517631248357,119279.7606260097,287853.9638280055,11.64648547841802,11.89109906454234,Underfishing
2021,SUMATERA UTARA,MARLIN,3119.01,68251,34229,0.0911218557363639,5145.194892289755,308283.3112478088,60.61986115771708,11.10309859507301,Uncertain
2021,SUMATERA UTARA,TENGGIRI,11789.97,501884,34229,0.3444438926056852,45836.05364986922,323124.1115375772,25.7220442450408,10.5931432467612,Underfishing
2022,ACEH,CAKALANG,39716.13,1017845,29226,1.358931430917676,119279.7606260097,287853.9638280055,33.29662114642075,10.15306498174981,Underfishing
2022,ACEH,MARLIN,1130.36,30624,29226,0.03867652090604256,5145.194892289755,308283.3112478088,21.96923583388225,9.480240718092952,Underfishing
2022,ACEH,TENGGIRI,8296.89,443092,29226,0.2838872921371381,45836.05364986922,323124.1115375772,18.10123110374637,9.044821774806245,Underfishing
2022,ACEH,TONGKOL,53428.04,1194927,29226,1.828099637309245,140680.4809856748,369573.9649557874,37.97828925921888,7.908024582710079,Underfishing
2022,ACEH,TUNA,23418.57,883957,29226,0.8012923424348183,103635.2116050751,292761.4244455092,22.59711698109099,9.982872591685913,Underfishing
2022,BALI,CAKALANG,7834.32,161338,29129,0.268952590202204,119279.7606260097,287853.9638280055,6.568021229153671,10.11936733912921,Underfishing
2022,BALI,MARLIN,842.73,19392,29129,0.02893096227127605,5145.194892289755,308283.3112478088,16.37897140228563,9.448776154017983,Underfishing
2022,BALI,TENGGIRI,819.0,24646,29129,0.0281163102063236,45836.05364986922,323124.1115375772,1.786803039930417,9.014802349905258,Underfishing
2022,BALI,TONGKOL,28404.52,501283,29129,0.9751285660338495,140680.4809856748,369573.9649557874,20.1908038705756,7.881778145136586,Underfishing
2022,BALI,TUNA,15310.14,439391,29129,0.5255978578049366,103635.2116050751,292761.4244455092,14.77310632446304,9.949739811237219,Underfishing
2022,BANTEN,CAKALANG,2271.99,42674,17252,0.1316942963134709,119279.7606260097,287853.9638280055,1.904757343639888,5.993316809181816,Underfishing
2022,BANTEN,MARLIN,59.05,1310,17252,0.003422791560398794,5145.194892289755,308283.3112478088,1.147672755574106,5.596151128055142,Underfishing
2022,BANTEN,TENGGIRI,2025.49,123387,17252,0.1174060978437283,45836.05364986922,323124.1115375772,4.418988631683346,5.339124931874267,Underfishing
2022,BANTEN,TONGKOL,5858.19,138314,17252,0.3395658474379782,140680.4809856748,369573.9649557874,4.164181099577365,4.668077742452415,Underfishing
2022,BANTEN,TUNA,1120.64,37071,17252,0.06495710642244377,103635.2116050751,292761.4244455092,1.081331318423363,5.892852869081139,Underfishing
2022,BENGKULU,CAKALANG,2092.18,50030,9304,0.2248688736027515,119279.7606260097,287853.9638280055,1.754010897590439,3.232194504557594,Underfishing
2022,BENGKULU,MARLIN,1007.8,32318,9304,0.1083190025795357,5145.194892289755,308283.3112478088,19.58720750326138,3.018003135603121,Underfishing
2022,BENGKULU,TENGGIRI,3546.57,119416,9304,0.3811876612209802,45836.05364986922,323124.1115375772,7.737511669506739,2.879388961636806,Underfishing
2022,BENGKULU,TONGKOL,6421.38,132982,9304,0.6901741186586414,140680.4809856748,369573.9649557874,4.564513822392941,2.517493352409997,Underfishing
2022,BENGKULU,TUNA,2145.45,53832,9304,0.2305943680137575,103635.2116050751,292761.4244455092,2.070194065097982,3.178014322625256,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,856.3,17120,1201,0.7129891756869275,119279.7606260097,287853.9638280055,0.7178921180809934,0.4172254514159147,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,MARLIN,7.46,224,1201,0.006211490424646128,5145.194892289755,308283.3112478088,0.1449896487143579,0.3895767160209962,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,TENGGIRI,45.92,2015,1201,0.03823480432972523,45836.05364986922,323124.1115375772,0.1001831448029362,0.3716838072792136,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,201.33,3560,1201,0.1676353039134055,140680.4809856748,369573.9649557874,0.1431115379968746,0.3249687786161228,Underfishing
2022,DAERAH ISTIMEWA YOGYAKARTA,TUNA,371.35,11140,1201,0.3092006661115737,103635.2116050751,292761.4244455092,0.3583241586026875,0.410231642462697,Underfishing
